Category,Food Name,Alternative Name,Chinese Terms,English Terms
蔬菜類,"白皮蛇瓜","蛇王瓜,毛烏瓜 Snake gourd",蔬菜類 蔬菜类 白皮蛇瓜 蛇王瓜 毛烏瓜 毛乌瓜,snake gourd white
蔬菜類,"綠皮蛇瓜","蛇王瓜,毛烏瓜 Snake gourd",蔬菜類 蔬菜类 綠皮蛇瓜 蛇王瓜 毛烏瓜 绿皮蛇瓜 毛乌瓜,snake gourd green
蔬菜類,"絲瓜","菜瓜,布瓜,蠻瓜,天絲瓜,水瓜,天羅,天絡,仙人拐,魚鰦 Sponge gourd; Smooth loofah; dishcloth gourd",蔬菜類 蔬菜类 絲瓜 菜瓜 布瓜 蠻瓜 天絲瓜 水瓜 天羅 天絡 仙人拐 魚鰦 丝瓜 蛮瓜 天丝瓜 天罗 天络 鱼鰦,sponge gourd smooth loofah dishcloth
蔬菜類,"稜角絲瓜","澎湖絲瓜,十角絲瓜,十捻菜瓜,角瓜,廣東絲瓜,雨傘絲瓜,金門絲瓜,香港絲瓜 Angled luffa",蔬菜類 蔬菜类 棱角絲瓜 澎湖絲瓜 十角絲瓜 十捻菜瓜 角瓜 廣東絲瓜 雨傘絲瓜 金門絲瓜 香港絲瓜 棱角丝瓜 澎湖丝瓜 十角丝瓜 广东丝瓜 雨伞丝瓜 金门丝瓜 香港丝瓜,angled luffa angular loofah
蔬菜類,"越瓜","醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜 Oriental pickling melon",蔬菜類 蔬菜类 越瓜 腌瓜 庵瓜 梢瓜 酥瓜 甜瓜 羊角瓜 稍瓜 生瓜 白瓜 青瓜 百香胡瓜,oriental pickling melon vietnamese
蔬菜類,"蒲瓜平均值","扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆 Bottle(hairy) gourd; White flowered gourd; Calabash",蔬菜類 蔬菜类 蒲瓜平均值 扁蒲 蒲仔 瓠子 瓜/餔 匏仔 瓜 葫蘆瓜 瓢簞 天瓜 龍蛋瓜 葫/壺 蘆 葫芦瓜 瓢箪 龙蛋瓜 葫/壶,bottle hairy gourd white flowered calabash average value of pear
蔬菜類,"蒲瓜(長形)","扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆 Calabash gourd",蔬菜類 蔬菜类 蒲瓜 長形 扁蒲 蒲仔 瓠瓜 匏瓜 葫蘆瓜 瓢簞 天瓜 龍蛋瓜 葫/壺 蘆 长形 葫芦瓜 瓢箪 龙蛋瓜 葫/壶,calabash gourd pear (long)
蔬菜類,"蒲瓜(圓形)","扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆 Bottle(hairy) gourd; White flowered gourd; Calabash",蔬菜類 蔬菜类 蒲瓜 圓形 扁蒲 蒲仔 瓠瓜 匏瓜 葫蘆瓜 瓢簞 天瓜 龍蛋瓜 葫/壺 蘆 圆形 葫芦瓜 瓢箪 龙蛋瓜 葫/壶,bottle hairy gourd white flowered calabash pear (round)
蔬菜類,"花蒲瓜(圓形)","扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆 Calabash gourd",蔬菜類 蔬菜类 花蒲瓜 圓形 扁蒲 蒲仔 瓠瓜 匏瓜 葫蘆瓜 瓢簞 天瓜 龍蛋瓜 葫/壺 蘆 圆形 葫芦瓜 瓢箪 龙蛋瓜 葫/壶,calabash gourd flower (round)
蔬菜類,"葫蘆瓜","扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆 white-flowered gourd.; Lagenaria vulgaris Ser.",蔬菜類 蔬菜类 葫蘆瓜 扁蒲 蒲仔 瓠瓜 匏瓜 瓢簞 天瓜 龍蛋瓜 葫/壺 蘆 葫芦瓜 瓢箪 龙蛋瓜 葫/壶,white flowered gourd lagenaria vulgaris ser
蔬菜類,"黃櫛瓜","櫛瓜,西葫蘆,翠玉瓜,夏南瓜 Zucchini",蔬菜類 蔬菜类 黃櫛瓜 西葫蘆 翠玉瓜 夏南瓜 黄栉瓜 西葫芦,zucchini yellow gourd
蔬菜類,"綠櫛瓜","櫛瓜,西葫蘆,翠玉瓜,夏南瓜 Zucchini",蔬菜類 蔬菜类 綠櫛瓜 西葫蘆 翠玉瓜 夏南瓜 绿栉瓜 西葫芦,zucchini green
蔬菜類,"枸杞乾","枸杞,地骨子,甘杞,杞子,枸忌,苦杞,血杞,天精子 Dried wolfberry",蔬菜類 蔬菜类 枸杞乾 枸杞干 枸杞 地骨子 甘杞 杞子 枸忌 苦杞 血杞 天精子 枸杞干,dried wolfberry
蔬菜類,"長茄子","茄,茄仔,紅皮菜,紅茄(菜),紅茄仔,落蘇,崑崙瓜,紫瓜,酪酥,小蓏,長茄 Eggplant",蔬菜類 蔬菜类 長茄子 茄 茄仔 紅皮菜 紅茄 紅茄仔 落蘇 昆侖瓜 紫瓜 酪酥 小蓏 長茄 长茄子 红皮菜 红茄 红茄仔 落苏 昆仑瓜,eggplant long
蔬菜類,"圓茄子","日本茄子,迷你茄 Eggplant",蔬菜類 蔬菜类 圓茄子 日本茄子 迷你茄 圆茄子,eggplant round
蔬菜類,"大番茄平均值(紅色系)","柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 大番茄平均值 紅色系 柑仔蜜 甘仔 阿 草柿 臭柿仔 西紅柿 小金瓜 番柿 六月柿 洋柿 茄 子 紅茄 毛腊果 红色系 西红柿 红茄,tomato average value of large tomatoes (red series)
蔬菜類,"牛番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 牛番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 西红 红茄,tomato beef
蔬菜類,"紅番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 紅番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 红番茄 西红 红茄,tomato red
蔬菜類,"桃太郎番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 桃太郎番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 西红 红茄,tomato momotaro
蔬菜類,"黃番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 黃番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 黄番茄 西红 红茄,tomato yellow tomatoes
蔬菜類,"大番茄平均值(綠色系)","柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 大番茄平均值 綠色系 柑仔蜜 甘仔 阿 草柿 臭柿仔 西紅柿 小金瓜 番柿 六月柿 洋柿 茄 子 紅茄 毛腊果 绿色系 西红柿 红茄,tomato average value of large tomatoes (green)
蔬菜類,"粉柿番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果(粉柿仔) Tomato",蔬菜類 蔬菜类 粉柿番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 粉柿仔 西红 红茄,tomato pink
蔬菜類,"黑柿番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 黑柿番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 西红 红茄,tomato black
蔬菜類,"綠番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 綠番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 绿番茄 西红 红茄,tomato green
蔬菜類,"小番茄平均值(紅色系)","柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 小番茄平均值 紅色系 柑仔蜜 甘仔 阿 草柿 臭柿仔 西紅柿 小金瓜 番柿 六月柿 洋柿 茄 子 紅茄 毛腊果 红色系 西红柿 红茄,tomato average value of cherry tomatoes (red color)
蔬菜類,"聖女小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 聖女小番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 圣女小番茄 西红 红茄,tomato cherry tomatoes
蔬菜類,"試交二號小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 試交二號小番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 试交二号小番茄 西红 红茄,tomato trial cross no. 2 cherry
蔬菜類,"櫻桃小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 櫻桃小番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 樱桃小番茄 西红 红茄,tomato cherry tomatoes
蔬菜類,"黃金小蕃茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 黃金小蕃茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 黄金小蕃茄 西红 红茄,tomato golden cherry tomatoes
蔬菜類,"小番茄平均值(橙色系)","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 小番茄平均值 橙色系 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 茄 子 紅茄 毛腊果 西红 红茄,tomato average value of cherry tomatoes (orange color)
蔬菜類,"金女小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 金女小番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 西红 红茄,tomato golden girl
蔬菜類,"黃金聖女小番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 黃金聖女小番茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 黄金圣女小番茄 西红 红茄,tomato golden cherry
蔬菜類,"橙蕃茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果 Tomato",蔬菜類 蔬菜类 橙蕃茄 柑 甘 仔蜜 草 番 西紅 六月 柿 臭柿仔 小金瓜 洋柿 子 紅茄 毛腊果 西红 红茄,tomato orange tomatoes
蔬菜類,"香瓜茄","香瓜梨,南美香瓜梨 Pepino; Melon pear",蔬菜類 蔬菜类 香瓜茄 香瓜梨 南美香瓜梨,pepino melon pear eggplant
蔬菜類,"甜椒平均值(青皮)","青椒,(甜)番椒,青辣椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒 Sweet pepper; Bell pepper",蔬菜類 蔬菜类 甜椒平均值 青皮 青椒 甜 番椒 青辣椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 灯笼椒 狮子椒,sweet pepper bell average (green skin)
蔬菜類,"甜椒(青皮)","甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒) Sweet pepper; Bell pepper",蔬菜類 蔬菜类 甜椒 青皮 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 青椒 青辣椒 灯笼椒 狮子椒,sweet pepper bell (green peel)
蔬菜類,"小甜椒(青皮)","甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒) Sweet pepper; Bell pepper",蔬菜類 蔬菜类 小甜椒 青皮 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 青椒 青辣椒 灯笼椒 狮子椒,sweet pepper bell small (green skin)
蔬菜類,"高山甜椒(青皮)","甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒) Sweet pepper; Bell pepper",蔬菜類 蔬菜类 高山甜椒 青皮 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 青椒 青辣椒 灯笼椒 狮子椒,sweet pepper bell alpine (green skin)
蔬菜類,"甜椒(紅皮)","甜椒,彩椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(紅椒,紅番(辣)椒,紅色大唐) Sweet pepper; Bell pepper",蔬菜類 蔬菜类 甜椒 紅皮 彩椒 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 紅椒 紅番 辣 紅色大唐 红皮 灯笼椒 狮子椒 红椒 红番 红色大唐,sweet pepper bell (red skin)
蔬菜類,"甜椒(黃皮)","甜椒,彩椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒 Sweet pepper; Bell pepper",蔬菜類 蔬菜类 甜椒 黃皮 彩椒 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 黄皮 灯笼椒 狮子椒,sweet pepper bell (yellow skin)
蔬菜類,"甜椒(橙皮)","甜椒,彩椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒 Sweet pepper; Bell pepper",蔬菜類 蔬菜类 甜椒 橙皮 彩椒 甜番椒 大同仔 番羌仔 燈籠椒 生番姜 獅子椒 甘椒 生椒 灯笼椒 狮子椒,sweet pepper bell (orange peel)
蔬菜類,"青辣椒平均值","辣椒,番椒,番仔薑,臘椒(牛角辣椒,羊角辣椒,長辣(番)椒,青辣椒) Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 青辣椒平均值 辣椒 番椒 番仔姜 腊椒 牛角辣椒 羊角辣椒 長辣 番 青辣椒 长辣,hot pepper long green average
蔬菜類,"角椒","辣椒,番椒,番仔薑,臘椒 Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 角椒 辣椒 番椒 番仔姜 腊椒,hot pepper long horn
蔬菜類,"長辣椒(青皮)","辣椒,番椒,番仔薑,臘椒 Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 長辣椒 青皮 番椒 番仔姜 腊椒 长辣椒,hot pepper long (green skin)
蔬菜類,"糯米椒","辣椒,番椒,番仔薑,臘椒(伏見甘長辣椒) Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 糯米椒 辣椒 番椒 番仔姜 腊椒 伏見甘長辣椒 伏见甘长辣椒,hot pepper long glutinous rice
蔬菜類,"紅辣椒平均值","辣椒,番椒,番仔薑,牛角辣椒,羊角辣椒,長辣(番)椒,紅辣椒,臘椒 Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 紅辣椒平均值 辣椒 番椒 番仔姜 牛角辣椒 羊角辣椒 長辣 番 紅辣椒 腊椒 红辣椒平均值 长辣 红辣椒,hot pepper long average red
蔬菜類,"長辣椒(紅皮)","紅辣椒,番椒,番仔薑,臘椒 Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 長辣椒 紅皮 紅辣椒 番椒 番仔姜 腊椒 长辣椒 红皮 红辣椒,hot pepper long (red skin)
蔬菜類,"朝天椒(長果)","紅辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒 Hot pepper; Pepper; Red cluster pepper",蔬菜類 蔬菜类 朝天椒 長果 紅辣椒 番椒 番仔姜 腊椒 指 向 赤穗生番椒 叢果番椒 海椒 长果 红辣椒 丛果番椒,hot pepper red cluster chili (long fruit)
蔬菜類,"朝天椒(圓果)","紅辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒(雞心椒) Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 朝天椒 圓果 紅辣椒 番椒 番仔姜 腊椒 指 向 赤穗生番椒 叢果番椒 海椒 雞心椒 圆果 红辣椒 丛果番椒 鸡心椒,hot pepper long (round fruit)
蔬菜類,"乾長辣椒(紅皮)","紅辣椒,番椒,番仔薑,臘椒 Hot pepper; Long pepper; Pepper",蔬菜類 蔬菜类 乾長辣椒 干長辣椒 紅皮 紅辣椒 番椒 番仔姜 腊椒 乾长辣椒 干长辣椒 红皮 红辣椒,hot pepper long dried (red skin)
蔬菜類,"黃秋葵","秋葵,羊角豆,黃蜀葵,食香槿,假三念,黃葵 Okra; okro; bamia; bamies; bamya; gumbo",蔬菜類 蔬菜类 黃秋葵 羊角豆 黃蜀葵 食香槿 假三念 黃葵 黄秋葵 黄蜀葵 黄葵,okra okro bamia bamies bamya gumbo
蔬菜類,"青花菜芽","青花椰苗,青花菜苗,花菜苔芽 Broccoli Sprouts",蔬菜類 蔬菜类 青花菜芽 青花椰苗 青花菜苗 花菜苔芽,broccoli sprouts
蔬菜類,"苜蓿芽","苜蓿嬰 Alfalfa sprout: organic",蔬菜類 蔬菜类 苜蓿芽 苜蓿嬰 苜蓿婴,alfalfa sprout organic sprouts
蔬菜類,"紫甘藍芽"," Red sprouting cabbage",蔬菜類 蔬菜类 紫甘藍芽 紫甘蓝芽,red sprouting cabbage purple sprouts
蔬菜類,"黃豆芽","大豆芽 Soybean sprout",蔬菜類 蔬菜类 黃豆芽 大豆芽 黄豆芽,soybean sprout sprouts
蔬菜類,"黃豆芽(有機,2023年取樣)","大豆芽 Soybean sprout: organic",蔬菜類 蔬菜类 黃豆芽 有機 年取樣 大豆芽 黄豆芽 有机 年取样,soybean sprout organic sprouts (organic, sampled in 2023)
蔬菜類,"黑豆芽"," Black bean sprout",蔬菜類 蔬菜类 黑豆芽,black bean sprout sprouts
蔬菜類,"葵花芽"," Sunflower sprout",蔬菜類 蔬菜类 葵花芽,sunflower sprout sprouts
蔬菜類,"綠豆芽","豆芽菜,豆菜,綠豆菜 Mung bean sprout; bean sprout; Green gram",蔬菜類 蔬菜类 綠豆芽 豆芽菜 豆菜 綠豆菜 绿豆芽 绿豆菜,mung bean sprout green gram sprouts
蔬菜類,"豌豆芽","豌豆嬰,荷蘭豆芽(嬰) Pea sprout",蔬菜類 蔬菜类 豌豆芽 豌豆嬰 荷蘭豆芽 豌豆婴 荷兰豆芽,pea sprout sprouts
蔬菜類,"蕎麥芽","烏麥芽,花蕎芽,荍麥芽 Buckwheat sprout: Organic",蔬菜類 蔬菜类 蕎麥芽 烏麥芽 花蕎芽 荍麥芽 荞麦芽 乌麦芽 花荞芽 荍麦芽,buckwheat sprout organic sprouts
蔬菜類,"蘿蔔芽","蘿蔔嬰,菜頭嬰(苗/芽),菜頭苗,貝芽菜 Radish sprout, Chinese radish sprout: Organic",蔬菜類 蔬菜类 蘿蔔芽 蘿蔔嬰 菜頭嬰 苗/芽 菜頭苗 貝芽菜 萝卜芽 萝卜婴 菜头婴 菜头苗 贝芽菜,radish sprout chinese organic sprouts
蔬菜類,"山蘇菜","山蘇花,鳥巢蕨,山翅菜,雀(鳥)巢羊齒,歪頭 菜,巢鐵角蕨,掌草 Asplenium antiguum Mak.",蔬菜類 蔬菜类 山蘇菜 山蘇花 鳥巢蕨 山翅菜 雀 鳥 巢羊齒 歪頭 巢鐵角蕨 掌草 山苏菜 山苏花 鸟巢蕨 鸟 巢羊齿 歪头 巢铁角蕨,asplenium antiguum mak mountain sedge
蔬菜類,"火炭母草","川七,清飯藤,冷飯藤,雞糞(屎)藤,烏炭子 Notoginseng Radix",蔬菜類 蔬菜类 火炭母草 川七 清飯藤 冷飯藤 雞糞 屎 烏炭子 清饭藤 冷饭藤 鸡粪 乌炭子,notoginseng radix fireweed
蔬菜類,"石蓮花","蓮座草 Mother-of-pearl plant; ghost plant",蔬菜類 蔬菜类 石蓮花 蓮座草 石莲花 莲座草,mother of pearl plant ghost stone lotus
蔬菜類,"青葙","野雞冠,雞冠莧,筆雞冠,草決明 Amarnthus argenta L.",蔬菜類 蔬菜类 青葙 野雞冠 雞冠莧 筆雞冠 草決明 野鸡冠 鸡冠苋 笔鸡冠 草决明,amarnthus argenta l amaranthus
蔬菜類,"假人蔘","土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草 fameflower; Jewels-of-Opar",蔬菜類 蔬菜类 假人蔘 土人參 參仔葉 草 土高麗參 台灣 野 櫨蘭 東洋參 參草 土人参 参仔叶 土高丽参 台湾 栌兰 东洋参 参草,fameflower jewels of opar false ginseng
蔬菜類,"野苦瓜嫩梢"," ",蔬菜類 蔬菜类 野苦瓜嫩梢,wild bitter melon shoots
蔬菜類,"過溝菜蕨","過貓(溝),過貓(溝)菜,蕨山貓,食用雙囊蕨 Common bracken",蔬菜類 蔬菜类 過溝菜蕨 過貓 溝 菜 蕨山貓 食用雙囊蕨 过沟菜蕨 过猫 沟 蕨山猫 食用双囊蕨,common bracken pteris sphaerocephala
蔬菜類,"蔘鬚"," Ginseng Root",蔬菜類 蔬菜类 蔘須 蔘须,ginseng root
蔬菜類,"龍骨瓣莕菜","水蓮菜,野蓮,銀蓮花,水皮蓮,刺種莕菜,捲瓣莕菜 White water snowflake",蔬菜類 蔬菜类 龍骨瓣莕菜 水蓮菜 野蓮 銀蓮花 水皮蓮 刺種莕菜 卷瓣莕菜 龙骨瓣莕菜 水莲菜 野莲 银莲花 水皮莲 刺种莕菜,white water snowflake nymphoides oleifera
蔬菜類,"薄荷","仁丹草,升陽藥,南薄荷,夜息花,野薄荷,新卜荷 Mint; Unicorn leather jacket",蔬菜類 蔬菜类 薄荷 仁丹草 升陽藥 南薄荷 夜息花 野薄荷 新蔔荷 升阳药 新卜荷,mint unicorn leather jacket
蔬菜類,"蕺菜","魚腥草,臭腥草,臭臊草,臭瘥草,手藥 Fish mint, fish leaf, rainbow plant, chameleon plant, heart leaf, fish wort, Chinese lizard tail",蔬菜類 蔬菜类 蕺菜 魚腥草 臭腥草 臭臊草 臭瘥草 手藥 鱼腥草 手药,fish mint leaf rainbow plant chameleon heart wort chinese lizard tail houttuynia
蔬菜類,"蘆薈","盧會 Aloe",蔬菜類 蔬菜类 蘆薈 盧會 芦荟 卢会,aloe vera
蔬菜類,"皇宮菜"," U.S.water spinach, ipom(o)ea, water convolvulus",蔬菜類 蔬菜类 皇宮菜 皇宫菜,uswater spinach ipom o ea convolvulus imperial palace cuisine
蔬菜類,"香芫荽"," Coriander",蔬菜類 蔬菜类 香芫荽,coriander
蔬菜類,"荷蘭豆菜心"," Pea bud",蔬菜類 蔬菜类 荷蘭豆菜心 荷兰豆菜心,pea bud snow peas and chinese cabbage
蔬菜類,"厥子"," Fern bud",蔬菜類 蔬菜类 厥子,fern bud fructus ferox
蔬菜類,"義大利茼蒿"," ",蔬菜類 蔬菜类 義大利茼蒿 义大利茼蒿,italian chrysanthemum
蔬菜類,"龍延草"," ",蔬菜類 蔬菜类 龍延草 龙延草,longyancao
蔬菜類,"麵包果","釋迦果,馬檳榔 Breadfruit",蔬菜類 蔬菜类 面包果 釋迦果 馬檳榔 释迦果 马槟榔,breadfruit
蔬菜類,"冰花","冰菜,水晶冰花,冰葉日中花 Ice plant",蔬菜類 蔬菜类 甜菠菜 甜波菜 冰花 冰菜 水晶冰花 冰葉日中花 冰叶日中花,ice plant flower
藻類,"紅毛苔","海發菜,海髮菜,頭髮菜,紅毛菜 Bangia fusco-purpurea",藻類 藻类 紅毛苔 海發菜 頭發菜 紅毛菜 红毛苔 海发菜 头发菜 红毛菜,bangia fusco purpurea red moss
藻類,"紫菜","海苔 Laver, nori",藻類 藻类 紫菜 海苔,laver nori
藻類,"熟紫菜","海苔 Laver, nori",藻類 藻类 熟紫菜 海苔,laver nori cooked seaweed
藻類,"髮菜","頭髮菜,紅毛菜,發菜 Black moss; Hair-like seaw",藻類 藻类 發菜 頭發菜 紅毛菜 发菜 头发菜 红毛菜,black moss hair like seaw nostoc
藻類,"麒麟菜","麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草 Eucheuma",藻類 藻类 麒麟菜 麒麟草 海麒麟草 海珊湖 珊湖藻 鹹 鹽/神/福 咸 盐/神/福,eucheuma
藻類,"乾麒麟菜","乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草 Eucheuma",藻類 藻类 乾麒麟菜 干麒麟菜 乾麒麟草 干麒麟草 乾海麒麟草 干海麒麟草 乾海珊湖 干海珊湖 乾珊湖藻 干珊湖藻 乾鹹 干鹹 鹽/神/福 干麒麟菜 干麒麟草 干海麒麟草 干海珊湖 干珊湖藻 乾咸 干咸 盐/神/福,eucheuma dried
藻類,"礁膜","海菜(澎湖人稱) Sea cellophane",藻類 藻类 礁膜 海菜 澎湖人稱 澎湖人称,sea cellophane reef membrane
